run,process,part,argument,duration
22,search,query,Which is faster for random access: a linked list or an array?,0.0010001659393310547
23,index,embed,02 - Foundations,0.15053677558898926
23,index,store,02 - Foundations,1.0632944107055664
23,index,embed,03 - Moving Beyond the Relational Model,0.24588251113891602
23,index,store,03 - Moving Beyond the Relational Model,1.651597261428833
23,index,embed,04 - Data Replication,0.23973512649536133
23,index,store,04 - Data Replication,1.8382413387298584
23,index,embed,05 - NoSQL Intro + KV DBs,0.4029355049133301
23,index,store,05 - NoSQL Intro + KV DBs,2.817239999771118
23,index,embed,06 - Redis + Python,0.15723061561584473
23,index,store,06 - Redis + Python,1.1713557243347168
23,index,embed,07 - Document DBs and Mongo,0.3417530059814453
23,index,store,07 - Document DBs and Mongo,2.743847608566284
23,index,embed,08 - PyMongo,0.0720057487487793
23,index,store,08 - PyMongo,0.5532982349395752
23,index,embed,09 - Introduction to Graph Data Model,0.20574045181274414
23,index,store,09 - Introduction to Graph Data Model,1.6297450065612793
23,index,embed,10 - Neo4j,0.24262189865112305
23,index,store,10 - Neo4j,1.6555163860321045
23,index,embed,11 - AWS Intro,0.18024420738220215
23,index,store,11 - AWS Intro,1.4512519836425781
23,index,embed,12 - EC2 & Lambda,0.22006583213806152
23,index,store,12 - EC2 & Lambda,2.061150074005127
23,index,embed,B- Trees Notes,0.08302021026611328
23,index,store,B- Trees Notes,0.3330564498901367
23,index,embed,DS4300 Notes E1,0.17121505737304688
23,index,store,DS4300 Notes E1,0.8182804584503174
23,search,embed,What is the capital of France?,0.008995532989501953
23,search,query,What is the capital of France?,0.056412696838378906
23,search,embed,What does the C stand for in ACID?,0.0072824954986572266
23,search,query,What does the C stand for in ACID?,0.05575227737426758
23,search,embed,What type of database is Neo4j?,0.0075266361236572266
23,search,query,What type of database is Neo4j?,0.05200529098510742
23,search,embed,Who created MongoDB?,0.00952911376953125
23,search,query,Who created MongoDB?,0.05101799964904785
23,search,embed,Which is faster for random access: a linked list or an array?,0.007040500640869141
23,search,query,Which is faster for random access: a linked list or an array?,0.04700469970703125
24,index,embed,02 - Foundations,0.1460726261138916
24,index,store,02 - Foundations,0.07440567016601562
24,index,embed,03 - Moving Beyond the Relational Model,0.24188995361328125
24,index,store,03 - Moving Beyond the Relational Model,0.1089630126953125
24,index,embed,04 - Data Replication,0.2161097526550293
24,index,store,04 - Data Replication,0.12209939956665039
24,index,embed,05 - NoSQL Intro + KV DBs,0.3648691177368164
24,index,store,05 - NoSQL Intro + KV DBs,0.1706221103668213
24,index,embed,06 - Redis + Python,0.15204691886901855
24,index,store,06 - Redis + Python,0.07399678230285645
24,index,embed,07 - Document DBs and Mongo,0.31323814392089844
24,index,store,07 - Document DBs and Mongo,0.17074036598205566
24,index,embed,08 - PyMongo,0.06851387023925781
24,index,store,08 - PyMongo,0.03401613235473633
24,index,embed,09 - Introduction to Graph Data Model,0.17457008361816406
24,index,store,09 - Introduction to Graph Data Model,0.10482239723205566
24,index,embed,10 - Neo4j,0.2175595760345459
24,index,store,10 - Neo4j,0.10150671005249023
24,index,embed,11 - AWS Intro,0.17653203010559082
24,index,store,11 - AWS Intro,0.08451581001281738
24,index,embed,12 - EC2 & Lambda,0.21341252326965332
24,index,store,12 - EC2 & Lambda,0.12519073486328125
24,index,embed,B- Trees Notes,0.08352851867675781
24,index,store,B- Trees Notes,0.024504661560058594
24,index,embed,DS4300 Notes E1,0.20621919631958008
24,index,store,DS4300 Notes E1,0.05535149574279785
24,search,embed,What is the capital of France?,0.009003639221191406
24,search,query,What is the capital of France?,1.24031662940979
24,search,embed,What does the C stand for in ACID?,0.0075299739837646484
24,search,query,What does the C stand for in ACID?,0.011548042297363281
24,search,embed,What type of database is Neo4j?,0.007531166076660156
24,search,query,What type of database is Neo4j?,0.012003183364868164
24,search,embed,Who created MongoDB?,0.008519649505615234
24,search,query,Who created MongoDB?,0.012001514434814453
24,search,embed,Which is faster for random access: a linked list or an array?,0.00806427001953125
24,search,query,Which is faster for random access: a linked list or an array?,0.012000799179077148
25,index,embed,02 - Foundations,0.699831485748291
25,index,store,02 - Foundations,0.021628141403198242
25,index,embed,03 - Moving Beyond the Relational Model,1.09261155128479
25,index,store,03 - Moving Beyond the Relational Model,0.029050827026367188
25,index,embed,04 - Data Replication,1.0480296611785889
25,index,store,04 - Data Replication,0.03248929977416992
25,index,embed,05 - NoSQL Intro + KV DBs,1.7972304821014404
25,index,store,05 - NoSQL Intro + KV DBs,0.054024696350097656
25,index,embed,06 - Redis + Python,0.7793786525726318
25,index,store,06 - Redis + Python,0.021158933639526367
25,index,embed,07 - Document DBs and Mongo,1.464118242263794
25,index,store,07 - Document DBs and Mongo,0.04363298416137695
25,index,embed,08 - PyMongo,0.30863285064697266
25,index,store,08 - PyMongo,0.010002613067626953
25,index,embed,09 - Introduction to Graph Data Model,0.8465292453765869
25,index,store,09 - Introduction to Graph Data Model,0.029013633728027344
25,index,embed,10 - Neo4j,1.0934011936187744
25,index,store,10 - Neo4j,0.03012681007385254
25,index,embed,11 - AWS Intro,0.8600006103515625
25,index,store,11 - AWS Intro,0.023026227951049805
25,index,embed,12 - EC2 & Lambda,1.016875982284546
25,index,store,12 - EC2 & Lambda,0.03505277633666992
25,index,embed,B- Trees Notes,0.44671082496643066
25,index,store,B- Trees Notes,0.007551431655883789
25,index,embed,DS4300 Notes E1,0.9630024433135986
25,index,store,DS4300 Notes E1,0.017004966735839844
25,search,embed,What is the capital of France?,0.03700113296508789
25,search,query,What is the capital of France?,0.0020017623901367188
25,search,embed,What does the C stand for in ACID?,0.038538217544555664
25,search,query,What does the C stand for in ACID?,0.0009996891021728516
25,search,embed,What type of database is Neo4j?,0.03209972381591797
25,search,query,What type of database is Neo4j?,0.001998424530029297
25,search,embed,Who created MongoDB?,0.03606438636779785
25,search,query,Who created MongoDB?,0.002002239227294922
25,search,embed,Which is faster for random access: a linked list or an array?,0.03410506248474121
25,search,query,Which is faster for random access: a linked list or an array?,0.0009970664978027344
26,index,embed,02 - Foundations,0.7393803596496582
26,index,store,02 - Foundations,1.0683786869049072
26,index,embed,03 - Moving Beyond the Relational Model,1.142514944076538
26,index,store,03 - Moving Beyond the Relational Model,1.7252092361450195
26,index,embed,04 - Data Replication,1.1055448055267334
26,index,store,04 - Data Replication,1.980522871017456
26,index,embed,05 - NoSQL Intro + KV DBs,1.8951048851013184
26,index,store,05 - NoSQL Intro + KV DBs,2.8303399085998535
26,index,embed,06 - Redis + Python,0.7611525058746338
26,index,store,06 - Redis + Python,1.156087875366211
26,index,embed,07 - Document DBs and Mongo,1.5234429836273193
26,index,store,07 - Document DBs and Mongo,2.656553030014038
26,index,embed,08 - PyMongo,0.33370161056518555
26,index,store,08 - PyMongo,0.5585548877716064
26,index,embed,09 - Introduction to Graph Data Model,0.8902115821838379
26,index,store,09 - Introduction to Graph Data Model,1.6017649173736572
26,index,embed,10 - Neo4j,1.0962920188903809
26,index,store,10 - Neo4j,1.6684660911560059
26,index,embed,11 - AWS Intro,0.8957576751708984
26,index,store,11 - AWS Intro,1.431575059890747
26,index,embed,12 - EC2 & Lambda,1.0358684062957764
26,index,store,12 - EC2 & Lambda,2.0484957695007324
26,index,embed,B- Trees Notes,0.4630703926086426
26,index,store,B- Trees Notes,0.41121339797973633
26,index,embed,DS4300 Notes E1,0.9771134853363037
26,index,store,DS4300 Notes E1,0.8066186904907227
26,search,embed,What is the capital of France?,0.03100872039794922
26,search,query,What is the capital of France?,0.05914878845214844
26,search,embed,What does the C stand for in ACID?,0.032091379165649414
26,search,query,What does the C stand for in ACID?,0.04600214958190918
26,search,embed,What type of database is Neo4j?,0.03056621551513672
26,search,query,What type of database is Neo4j?,0.051079750061035156
26,search,embed,Who created MongoDB?,0.0305483341217041
26,search,query,Who created MongoDB?,0.05300760269165039
26,search,embed,Which is faster for random access: a linked list or an array?,0.030550479888916016
26,search,query,Which is faster for random access: a linked list or an array?,0.05150341987609863
27,index,embed,02 - Foundations,0.7348120212554932
27,index,store,02 - Foundations,0.07066202163696289
27,index,embed,03 - Moving Beyond the Relational Model,1.1269922256469727
27,index,store,03 - Moving Beyond the Relational Model,0.1090860366821289
27,index,embed,04 - Data Replication,1.060908555984497
27,index,store,04 - Data Replication,0.11764025688171387
27,index,embed,05 - NoSQL Intro + KV DBs,1.726409673690796
27,index,store,05 - NoSQL Intro + KV DBs,0.177628755569458
27,index,embed,06 - Redis + Python,0.7674803733825684
27,index,store,06 - Redis + Python,0.06807184219360352
27,index,embed,07 - Document DBs and Mongo,1.5603067874908447
27,index,store,07 - Document DBs and Mongo,0.1583878993988037
27,index,embed,08 - PyMongo,0.32657504081726074
27,index,store,08 - PyMongo,0.032083749771118164
27,index,embed,09 - Introduction to Graph Data Model,0.9166116714477539
27,index,store,09 - Introduction to Graph Data Model,0.10872554779052734
27,index,embed,10 - Neo4j,1.1488027572631836
27,index,store,10 - Neo4j,0.10665416717529297
27,index,embed,11 - AWS Intro,0.856715202331543
27,index,store,11 - AWS Intro,0.08528780937194824
27,index,embed,12 - EC2 & Lambda,1.0209088325500488
27,index,store,12 - EC2 & Lambda,0.1209559440612793
27,index,embed,B- Trees Notes,0.4746103286743164
27,index,store,B- Trees Notes,0.024618864059448242
27,index,embed,DS4300 Notes E1,0.9314823150634766
27,index,store,DS4300 Notes E1,0.05098247528076172
27,search,embed,What is the capital of France?,0.034523963928222656
27,search,query,What is the capital of France?,0.6368999481201172
27,search,embed,What does the C stand for in ACID?,0.03554654121398926
27,search,query,What does the C stand for in ACID?,0.01119685173034668
27,search,embed,What type of database is Neo4j?,0.03255271911621094
27,search,query,What type of database is Neo4j?,0.010513067245483398
27,search,embed,Who created MongoDB?,0.03253316879272461
27,search,query,Who created MongoDB?,0.010998725891113281
27,search,embed,Which is faster for random access: a linked list or an array?,0.037532806396484375
27,search,query,Which is faster for random access: a linked list or an array?,0.01155400276184082
28,index,embed,02 - Foundations,0.1980438232421875
28,index,store,02 - Foundations,0.009598731994628906
28,index,embed,03 - Moving Beyond the Relational Model,0.3051636219024658
28,index,store,03 - Moving Beyond the Relational Model,0.01367497444152832
28,index,embed,04 - Data Replication,0.34166789054870605
28,index,store,04 - Data Replication,0.01732039451599121
28,index,embed,05 - NoSQL Intro + KV DBs,0.5021016597747803
28,index,store,05 - NoSQL Intro + KV DBs,0.02355051040649414
28,index,embed,06 - Redis + Python,0.20630359649658203
28,index,store,06 - Redis + Python,0.012334823608398438
28,index,embed,07 - Document DBs and Mongo,0.4561169147491455
28,index,store,07 - Document DBs and Mongo,0.020371198654174805
28,index,embed,08 - PyMongo,0.08743739128112793
28,index,store,08 - PyMongo,0.004693508148193359
28,index,embed,09 - Introduction to Graph Data Model,0.31941699981689453
28,index,store,09 - Introduction to Graph Data Model,0.012479782104492188
28,index,embed,10 - Neo4j,0.3031342029571533
28,index,store,10 - Neo4j,0.01508021354675293
28,index,embed,11 - AWS Intro,0.25131821632385254
28,index,store,11 - AWS Intro,0.010974884033203125
28,index,embed,12 - EC2 & Lambda,0.35448694229125977
28,index,store,12 - EC2 & Lambda,0.019160032272338867
28,index,embed,B- Trees Notes,0.0705409049987793
28,index,store,B- Trees Notes,0.004112720489501953
28,index,embed,DS4300 Notes E1,0.1729271411895752
28,index,store,DS4300 Notes E1,0.010169744491577148
28,search,embed,What is the capital of France?,0.013466358184814453
28,search,query,What is the capital of France?,0.0010039806365966797
28,search,embed,What does the C stand for in ACID?,0.7227327823638916
28,search,query,What does the C stand for in ACID?,0.0020072460174560547
28,search,embed,What type of database is Neo4j?,0.01647186279296875
28,search,query,What type of database is Neo4j?,0.0005257129669189453
28,search,embed,Who created MongoDB?,0.019022226333618164
28,search,query,Who created MongoDB?,0.0005300045013427734
28,search,embed,Which is faster for random access: a linked list or an array?,0.024111509323120117
28,search,query,Which is faster for random access: a linked list or an array?,0.0005199909210205078
29,index,embed,02 - Foundations,0.20721006393432617
29,index,store,02 - Foundations,1.1337487697601318
29,index,embed,03 - Moving Beyond the Relational Model,0.32757139205932617
29,index,store,03 - Moving Beyond the Relational Model,1.823164701461792
29,index,embed,04 - Data Replication,0.6006100177764893
29,index,store,04 - Data Replication,1.9613151550292969
29,index,embed,05 - NoSQL Intro + KV DBs,1.5616374015808105
29,index,store,05 - NoSQL Intro + KV DBs,2.7842257022857666
29,index,embed,06 - Redis + Python,0.6526567935943604
29,index,store,06 - Redis + Python,1.1300582885742188
29,index,embed,07 - Document DBs and Mongo,1.423313856124878
29,index,store,07 - Document DBs and Mongo,2.6196675300598145
29,index,embed,08 - PyMongo,0.3037426471710205
29,index,store,08 - PyMongo,0.5662589073181152
29,index,embed,09 - Introduction to Graph Data Model,0.8833119869232178
29,index,store,09 - Introduction to Graph Data Model,1.6663508415222168
29,index,embed,10 - Neo4j,1.00760817527771
29,index,store,10 - Neo4j,1.6490936279296875
29,index,embed,11 - AWS Intro,0.7825512886047363
29,index,store,11 - AWS Intro,1.2918610572814941
29,index,embed,12 - EC2 & Lambda,1.0343174934387207
29,index,store,12 - EC2 & Lambda,1.970107078552246
29,index,embed,B- Trees Notes,0.3136744499206543
29,index,store,B- Trees Notes,0.40074896812438965
29,index,embed,DS4300 Notes E1,0.6350586414337158
29,index,store,DS4300 Notes E1,0.8931922912597656
29,search,embed,What is the capital of France?,0.04261589050292969
29,search,query,What is the capital of France?,0.06745123863220215
29,search,embed,What does the C stand for in ACID?,0.011699438095092773
29,search,query,What does the C stand for in ACID?,0.05400800704956055
29,search,embed,What type of database is Neo4j?,0.012300491333007812
29,search,query,What type of database is Neo4j?,0.05791306495666504
29,search,embed,Who created MongoDB?,0.01581597328186035
29,search,query,Who created MongoDB?,0.04517364501953125
29,search,embed,Which is faster for random access: a linked list or an array?,0.01518869400024414
29,search,query,Which is faster for random access: a linked list or an array?,0.046539306640625
30,index,embed,02 - Foundations,0.1611499786376953
30,index,store,02 - Foundations,0.05394935607910156
30,index,embed,03 - Moving Beyond the Relational Model,0.27878403663635254
30,index,store,03 - Moving Beyond the Relational Model,0.0714118480682373
30,index,embed,04 - Data Replication,0.30267977714538574
30,index,store,04 - Data Replication,0.08082389831542969
30,index,embed,05 - NoSQL Intro + KV DBs,0.4559628963470459
30,index,store,05 - NoSQL Intro + KV DBs,0.11577248573303223
30,index,embed,06 - Redis + Python,0.17286920547485352
30,index,store,06 - Redis + Python,0.04839181900024414
30,index,embed,07 - Document DBs and Mongo,0.4067516326904297
30,index,store,07 - Document DBs and Mongo,0.10400629043579102
30,index,embed,08 - PyMongo,0.10170865058898926
30,index,store,08 - PyMongo,0.02417612075805664
30,index,embed,09 - Introduction to Graph Data Model,0.31717896461486816
30,index,store,09 - Introduction to Graph Data Model,0.07123494148254395
30,index,embed,10 - Neo4j,0.2928168773651123
30,index,store,10 - Neo4j,0.06984114646911621
30,index,embed,11 - AWS Intro,0.24739861488342285
30,index,store,11 - AWS Intro,0.05811905860900879
30,index,embed,12 - EC2 & Lambda,0.37157225608825684
30,index,store,12 - EC2 & Lambda,0.0799412727355957
30,index,embed,B- Trees Notes,0.07604002952575684
30,index,store,B- Trees Notes,0.016666412353515625
30,index,embed,DS4300 Notes E1,0.15518522262573242
30,index,store,DS4300 Notes E1,0.03730177879333496
30,search,embed,What is the capital of France?,0.012696981430053711
30,search,query,What is the capital of France?,1.0349321365356445
30,search,embed,What does the C stand for in ACID?,0.011831283569335938
30,search,query,What does the C stand for in ACID?,0.00953984260559082
30,search,embed,What type of database is Neo4j?,0.010941505432128906
30,search,query,What type of database is Neo4j?,0.009588479995727539
30,search,embed,Who created MongoDB?,0.011404752731323242
30,search,query,Who created MongoDB?,0.01053476333618164
30,search,embed,Which is faster for random access: a linked list or an array?,0.01124119758605957
30,search,query,Which is faster for random access: a linked list or an array?,0.010532379150390625
31,index,embed,02 - Foundations,0.16005229949951172
31,index,store,02 - Foundations,0.016000032424926758
31,index,embed,03 - Moving Beyond the Relational Model,0.2515075206756592
31,index,store,03 - Moving Beyond the Relational Model,0.025531768798828125
31,index,embed,04 - Data Replication,0.27715158462524414
31,index,store,04 - Data Replication,0.027808666229248047
31,index,embed,05 - NoSQL Intro + KV DBs,0.3786897659301758
31,index,store,05 - NoSQL Intro + KV DBs,0.04506707191467285
31,index,embed,06 - Redis + Python,0.13745379447937012
31,index,store,06 - Redis + Python,0.018082141876220703
31,index,embed,07 - Document DBs and Mongo,0.30759167671203613
31,index,store,07 - Document DBs and Mongo,0.04105424880981445
31,index,embed,08 - PyMongo,0.06552386283874512
31,index,store,08 - PyMongo,0.008999109268188477
31,index,embed,09 - Introduction to Graph Data Model,0.168121337890625
31,index,store,09 - Introduction to Graph Data Model,0.024006128311157227
31,index,embed,10 - Neo4j,0.2042100429534912
31,index,store,10 - Neo4j,0.02501511573791504
31,index,embed,11 - AWS Intro,0.16703510284423828
31,index,store,11 - AWS Intro,0.020006656646728516
31,index,embed,12 - EC2 & Lambda,0.21501564979553223
31,index,store,12 - EC2 & Lambda,0.030996084213256836
31,index,embed,B- Trees Notes,0.08311796188354492
31,index,store,B- Trees Notes,0.007035970687866211
31,index,embed,DS4300 Notes E1,0.15569376945495605
31,index,store,DS4300 Notes E1,0.013509511947631836
31,search,embed,What is the capital of France?,0.009002208709716797
31,search,query,What is the capital of France?,0.0009989738464355469
31,search,embed,What does the C stand for in ACID?,0.0070552825927734375
31,search,query,What does the C stand for in ACID?,0.0010001659393310547
31,search,embed,What type of database is Neo4j?,0.006536245346069336
31,search,query,What type of database is Neo4j?,0.0009992122650146484
31,search,embed,Who created MongoDB?,0.009531259536743164
31,search,query,Who created MongoDB?,0.0010004043579101562
31,search,embed,Which is faster for random access: a linked list or an array?,0.007535219192504883
31,search,query,Which is faster for random access: a linked list or an array?,0.0009996891021728516
32,index,embed,02 - Foundations,0.1645958423614502
32,index,store,02 - Foundations,1.0262317657470703
32,index,embed,03 - Moving Beyond the Relational Model,0.24971747398376465
32,index,store,03 - Moving Beyond the Relational Model,1.777756690979004
32,index,embed,04 - Data Replication,0.23807382583618164
32,index,store,04 - Data Replication,1.9155628681182861
32,index,embed,05 - NoSQL Intro + KV DBs,0.3803286552429199
32,index,store,05 - NoSQL Intro + KV DBs,2.8631489276885986
32,index,embed,06 - Redis + Python,0.1510469913482666
32,index,store,06 - Redis + Python,1.1219639778137207
32,index,embed,07 - Document DBs and Mongo,0.35961270332336426
32,index,store,07 - Document DBs and Mongo,2.5719943046569824
32,index,embed,08 - PyMongo,0.07056403160095215
32,index,store,08 - PyMongo,0.5070581436157227
32,index,embed,09 - Introduction to Graph Data Model,0.19987797737121582
32,index,store,09 - Introduction to Graph Data Model,1.8055593967437744
32,index,embed,10 - Neo4j,0.23179101943969727
32,index,store,10 - Neo4j,1.7605688571929932
32,index,embed,11 - AWS Intro,0.17655205726623535
32,index,store,11 - AWS Intro,1.3697190284729004
32,index,embed,12 - EC2 & Lambda,0.2317676544189453
32,index,store,12 - EC2 & Lambda,2.060145139694214
32,index,embed,B- Trees Notes,0.08403539657592773
32,index,store,B- Trees Notes,0.3690052032470703
32,index,embed,DS4300 Notes E1,0.1758437156677246
32,index,store,DS4300 Notes E1,0.8412413597106934
32,search,embed,What is the capital of France?,0.00800013542175293
32,search,query,What is the capital of France?,0.05312919616699219
32,search,embed,What does the C stand for in ACID?,0.007542848587036133
32,search,query,What does the C stand for in ACID?,0.052570343017578125
32,search,embed,What type of database is Neo4j?,0.007529735565185547
32,search,query,What type of database is Neo4j?,0.04600048065185547
32,search,embed,Who created MongoDB?,0.007528543472290039
32,search,query,Who created MongoDB?,0.046002864837646484
32,search,embed,Which is faster for random access: a linked list or an array?,0.00931096076965332
32,search,query,Which is faster for random access: a linked list or an array?,0.06356096267700195
33,index,embed,02 - Foundations,0.14703059196472168
33,index,store,02 - Foundations,0.07100892066955566
33,index,embed,03 - Moving Beyond the Relational Model,0.255354642868042
33,index,store,03 - Moving Beyond the Relational Model,0.11601448059082031
33,index,embed,04 - Data Replication,0.23160958290100098
33,index,store,04 - Data Replication,0.12456464767456055
33,index,embed,05 - NoSQL Intro + KV DBs,0.36235499382019043
33,index,store,05 - NoSQL Intro + KV DBs,0.1803145408630371
33,index,embed,06 - Redis + Python,0.16203546524047852
33,index,store,06 - Redis + Python,0.07727241516113281
33,index,embed,07 - Document DBs and Mongo,0.3311169147491455
33,index,store,07 - Document DBs and Mongo,0.1680762767791748
33,index,embed,08 - PyMongo,0.0645287036895752
33,index,store,08 - PyMongo,0.03499412536621094
33,index,embed,09 - Introduction to Graph Data Model,0.18605995178222656
33,index,store,09 - Introduction to Graph Data Model,0.10651826858520508
33,index,embed,10 - Neo4j,0.21694135665893555
33,index,store,10 - Neo4j,0.10332322120666504
33,index,embed,11 - AWS Intro,0.1695542335510254
33,index,store,11 - AWS Intro,0.08800077438354492
33,index,embed,12 - EC2 & Lambda,0.22600436210632324
33,index,store,12 - EC2 & Lambda,0.11972212791442871
33,index,embed,B- Trees Notes,0.08052754402160645
33,index,store,B- Trees Notes,0.02400350570678711
33,index,embed,DS4300 Notes E1,0.16270947456359863
33,index,store,DS4300 Notes E1,0.05472850799560547
33,search,embed,What is the capital of France?,0.008002519607543945
33,search,query,What is the capital of France?,1.234938144683838
33,search,embed,What does the C stand for in ACID?,0.007530689239501953
33,search,query,What does the C stand for in ACID?,0.011005401611328125
33,search,embed,What type of database is Neo4j?,0.0075511932373046875
33,search,query,What type of database is Neo4j?,0.010999202728271484
33,search,embed,Who created MongoDB?,0.01226043701171875
33,search,query,Who created MongoDB?,0.01064920425415039
33,search,embed,Which is faster for random access: a linked list or an array?,0.008528470993041992
33,search,query,Which is faster for random access: a linked list or an array?,0.011507749557495117
34,index,embed,02 - Foundations,0.7827889919281006
34,index,store,02 - Foundations,0.01854252815246582
34,index,embed,03 - Moving Beyond the Relational Model,1.048844337463379
34,index,store,03 - Moving Beyond the Relational Model,0.032994985580444336
34,index,embed,04 - Data Replication,1.0880324840545654
34,index,store,04 - Data Replication,0.03210806846618652
34,index,embed,05 - NoSQL Intro + KV DBs,1.7052083015441895
34,index,store,05 - NoSQL Intro + KV DBs,0.04845094680786133
34,index,embed,06 - Redis + Python,0.662111759185791
34,index,store,06 - Redis + Python,0.021974563598632812
34,index,embed,07 - Document DBs and Mongo,1.4410161972045898
34,index,store,07 - Document DBs and Mongo,0.04883408546447754
34,index,embed,08 - PyMongo,0.291593074798584
34,index,store,08 - PyMongo,0.010984659194946289
34,index,embed,09 - Introduction to Graph Data Model,0.8200829029083252
34,index,store,09 - Introduction to Graph Data Model,0.025049686431884766
34,index,embed,10 - Neo4j,1.002514362335205
34,index,store,10 - Neo4j,0.024651288986206055
34,index,embed,11 - AWS Intro,0.7875261306762695
34,index,store,11 - AWS Intro,0.02499222755432129
34,index,embed,12 - EC2 & Lambda,0.976945161819458
34,index,store,12 - EC2 & Lambda,0.04047799110412598
34,index,embed,B- Trees Notes,0.40960121154785156
34,index,store,B- Trees Notes,0.009064674377441406
34,index,embed,DS4300 Notes E1,0.7993395328521729
34,index,store,DS4300 Notes E1,0.015009403228759766
34,search,embed,What is the capital of France?,0.031514883041381836
34,search,query,What is the capital of France?,0.001001596450805664
34,search,embed,What does the C stand for in ACID?,0.031050443649291992
34,search,query,What does the C stand for in ACID?,0.000997304916381836
34,search,embed,What type of database is Neo4j?,0.03052663803100586
34,search,query,What type of database is Neo4j?,0.0010013580322265625
34,search,embed,Who created MongoDB?,0.03114795684814453
34,search,query,Who created MongoDB?,0.0009992122650146484
34,search,embed,Which is faster for random access: a linked list or an array?,0.031641244888305664
34,search,query,Which is faster for random access: a linked list or an array?,0.0009989738464355469
35,index,embed,02 - Foundations,0.7137582302093506
35,index,store,02 - Foundations,1.112600564956665
35,index,embed,03 - Moving Beyond the Relational Model,1.1352441310882568
35,index,store,03 - Moving Beyond the Relational Model,1.797741174697876
35,index,embed,04 - Data Replication,1.0558371543884277
35,index,store,04 - Data Replication,1.9708008766174316
35,index,embed,05 - NoSQL Intro + KV DBs,1.701409101486206
35,index,store,05 - NoSQL Intro + KV DBs,2.875633955001831
35,index,embed,06 - Redis + Python,0.746769905090332
35,index,store,06 - Redis + Python,1.1682682037353516
35,index,embed,07 - Document DBs and Mongo,1.4572710990905762
35,index,store,07 - Document DBs and Mongo,2.597780466079712
35,index,embed,08 - PyMongo,0.3224000930786133
35,index,store,08 - PyMongo,0.5330626964569092
35,index,embed,09 - Introduction to Graph Data Model,0.8298931121826172
35,index,store,09 - Introduction to Graph Data Model,1.6906843185424805
35,index,embed,10 - Neo4j,1.1157374382019043
35,index,store,10 - Neo4j,1.6617686748504639
35,index,embed,11 - AWS Intro,0.9192492961883545
35,index,store,11 - AWS Intro,1.385385513305664
35,index,embed,12 - EC2 & Lambda,0.9931926727294922
35,index,store,12 - EC2 & Lambda,2.0317113399505615
35,index,embed,B- Trees Notes,0.45891714096069336
35,index,store,B- Trees Notes,0.2836136817932129
35,index,embed,DS4300 Notes E1,0.8673434257507324
35,index,store,DS4300 Notes E1,0.8199424743652344
35,search,embed,What is the capital of France?,0.0330047607421875
35,search,query,What is the capital of France?,0.05351662635803223
35,search,embed,What does the C stand for in ACID?,0.030534744262695312
35,search,query,What does the C stand for in ACID?,0.04451894760131836
35,search,embed,What type of database is Neo4j?,0.032619476318359375
35,search,query,What type of database is Neo4j?,0.052153825759887695
35,search,embed,Who created MongoDB?,0.03706216812133789
35,search,query,Who created MongoDB?,0.04399895668029785
35,search,embed,Which is faster for random access: a linked list or an array?,0.03252601623535156
35,search,query,Which is faster for random access: a linked list or an array?,0.045508623123168945
36,index,embed,02 - Foundations,0.6484527587890625
36,index,store,02 - Foundations,0.07198381423950195
36,index,embed,03 - Moving Beyond the Relational Model,1.1305508613586426
36,index,store,03 - Moving Beyond the Relational Model,0.11089706420898438
36,index,embed,04 - Data Replication,0.9905586242675781
36,index,store,04 - Data Replication,0.11705493927001953
36,index,embed,05 - NoSQL Intro + KV DBs,1.8011739253997803
36,index,store,05 - NoSQL Intro + KV DBs,0.1767568588256836
36,index,embed,06 - Redis + Python,0.753720760345459
36,index,store,06 - Redis + Python,0.07210278511047363
36,index,embed,07 - Document DBs and Mongo,1.4498112201690674
36,index,store,07 - Document DBs and Mongo,0.16582727432250977
36,index,embed,08 - PyMongo,0.3445591926574707
36,index,store,08 - PyMongo,0.03250384330749512
36,index,embed,09 - Introduction to Graph Data Model,0.8290112018585205
36,index,store,09 - Introduction to Graph Data Model,0.10465788841247559
36,index,embed,10 - Neo4j,1.06886625289917
36,index,store,10 - Neo4j,0.09862542152404785
36,index,embed,11 - AWS Intro,0.8276994228363037
36,index,store,11 - AWS Intro,0.0825045108795166
36,index,embed,12 - EC2 & Lambda,1.0184102058410645
36,index,store,12 - EC2 & Lambda,0.1192176342010498
36,index,embed,B- Trees Notes,0.39012765884399414
36,index,store,B- Trees Notes,0.021995067596435547
36,index,embed,DS4300 Notes E1,0.8640809059143066
36,index,store,DS4300 Notes E1,0.04901289939880371
36,search,embed,What is the capital of France?,0.031000614166259766
36,search,query,What is the capital of France?,1.2357988357543945
36,search,embed,What does the C stand for in ACID?,0.03853607177734375
36,search,query,What does the C stand for in ACID?,0.011997461318969727
36,search,embed,What type of database is Neo4j?,0.03405332565307617
36,search,query,What type of database is Neo4j?,0.01000666618347168
36,search,embed,Who created MongoDB?,0.032543182373046875
36,search,query,Who created MongoDB?,0.011513233184814453
36,search,embed,Which is faster for random access: a linked list or an array?,0.03605175018310547
36,search,query,Which is faster for random access: a linked list or an array?,0.010999917984008789
37,index,embed,02 - Foundations,0.19792890548706055
37,index,store,02 - Foundations,0.0073719024658203125
37,index,embed,03 - Moving Beyond the Relational Model,0.35247278213500977
37,index,store,03 - Moving Beyond the Relational Model,0.017123699188232422
37,index,embed,04 - Data Replication,0.3381969928741455
